BELNR,BUKRS,GJAHR,BLDAT,BUDAT,BLART,WAERS,BKTXT,XBLNR,USNAM,CPUDT,TCODE,MONAT,NUMPG
0000706780,N3SN,2024,8/9/24,8/9/24,SA,XOF,N3N3 GL Posting 2024-08-09,REF00706780,SAPUSER,8/9/24,FB01,8,6
0000706818,N3IT,2024,8/11/24,8/11/24,RV,EUR,N3N3 Revenue Invoice 2024-08-11,REF00706818,FIPOST,8/11/24,FB50,8,4
0000706824,N3IT,2024,8/14/24,8/14/24,RE,EUR,N3N3 Vendor Invoice 2024-08-14,REF00706824,MMPOST,8/14/24,MIRO,8,4
0000706865,N3IT,2024,8/2/24,8/2/24,RV,EUR,N3N3 Revenue Invoice 2024-08-02,REF00706865,BATCH,8/2/24,VF01,8,4
0000706946,N3IT,2024,8/4/24,8/4/24,SA,EUR,N3N3 GL Posting 2024-08-04,REF00706946,SAPUSER,8/4/24,FB01,8,7
0000706954,N3IT,2024,8/17/24,8/17/24,RV,EUR,N3N3 Revenue Invoice 2024-08-17,REF00706954,MMPOST,8/17/24,MIRO,8,4
0000706955,N3IT,2024,8/6/24,8/6/24,SA,EUR,N3N3 GL Posting 2024-08-06,REF00706955,SDPOST,8/6/24,F-02,8,2
0000707091,N3IT,2024,8/25/24,8/25/24,RV,EUR,N3N3 Revenue Invoice 2024-08-25,REF00707091,SAPUSER,8/25/24,MIRO,8,4
0000707095,N3IT,2024,8/27/24,8/27/24,RV,EUR,N3N3 Revenue Invoice 2024-08-27,REF00707095,SAPUSER,8/27/24,MIRO,8,4
0000707107,N3IT,2024,8/13/24,8/13/24,RE,EUR,N3N3 Vendor Invoice 2024-08-13,REF00707107,SDPOST,8/13/24,MIRO,8,4
0000707230,N3IT,2024,8/4/24,8/4/24,RV,EUR,N3N3 Revenue Invoice 2024-08-04,REF00707230,SAPUSER,8/4/24,FB01,8,6
0000707325,N3IT,2024,8/22/24,8/22/24,SA,EUR,N3N3 GL Posting 2024-08-22,REF00707325,MMPOST,8/22/24,VF01,8,2
0000707355,N3IT,2024,8/10/24,8/10/24,RV,EUR,N3N3 Revenue Invoice 2024-08-10,REF00707355,BATCH,8/10/24,VF01,8,4
0000707402,N3IT,2024,8/12/24,8/12/24,RE,EUR,N3N3 Vendor Invoice 2024-08-12,REF00707402,BATCH,8/12/24,VF01,8,2
0000707461,N3IT,2024,8/1/24,8/1/24,RV,EUR,N3N3 Revenue Invoice 2024-08-01,REF00707461,SDPOST,8/1/24,MIRO,8,4
0000707485,N3IT,2024,8/11/24,8/11/24,RV,EUR,N3N3 Revenue Invoice 2024-08-11,REF00707485,SDPOST,8/11/24,MIRO,8,6
0000707488,N3SN,2024,8/11/24,8/11/24,RV,XOF,N3N3 Revenue Invoice 2024-08-11,REF00707488,SAPUSER,8/11/24,VF01,8,6
0000707508,N3IT,2024,8/22/24,8/22/24,RV,EUR,N3N3 Revenue Invoice 2024-08-22,REF00707508,BATCH,8/22/24,VF01,8,6
0000707557,N3IT,2024,8/25/24,8/25/24,SA,EUR,N3N3 GL Posting 2024-08-25,REF00707557,BATCH,8/25/24,MIRO,8,2
0000707599,N3IT,2024,8/13/24,8/13/24,RV,EUR,N3N3 Revenue Invoice 2024-08-13,REF00707599,MMPOST,8/13/24,MIRO,8,4
0000707656,N3IT,2024,8/28/24,8/28/24,SA,EUR,N3N3 GL Posting 2024-08-28,REF00707656,SDPOST,8/28/24,FB01,8,2
0000707692,N3IT,2024,8/3/24,8/3/24,SA,EUR,N3N3 GL Posting 2024-08-03,REF00707692,SAPUSER,8/3/24,VF01,8,2
0000707758,N3IT,2024,8/12/24,8/12/24,SA,EUR,N3N3 GL Posting 2024-08-12,REF00707758,FIPOST,8/12/24,VF01,8,2
0000707762,N3IT,2024,8/19/24,8/19/24,RV,EUR,N3N3 Revenue Invoice 2024-08-19,REF00707762,BATCH,8/19/24,F-02,8,6
0000707765,N3IT,2024,8/22/24,8/22/24,SA,EUR,N3N3 GL Posting 2024-08-22,REF00707765,SDPOST,8/22/24,MIRO,8,2
0000707795,N3IT,2024,8/8/24,8/8/24,RE,EUR,N3N3 Vendor Invoice 2024-08-08,REF00707795,MMPOST,8/8/24,VF01,8,2
0000707813,N3IT,2024,8/16/24,8/16/24,RV,EUR,N3N3 Revenue Invoice 2024-08-16,REF00707813,SDPOST,8/16/24,FB50,8,6
0000707838,N3IT,2024,8/17/24,8/17/24,RV,EUR,N3N3 Revenue Invoice 2024-08-17,REF00707838,FIPOST,8/17/24,FB01,8,4
0000708029,N3IT,2024,8/18/24,8/18/24,SA,EUR,N3N3 GL Posting 2024-08-18,REF00708029,SAPUSER,8/18/24,F-02,8,2
0000708040,N3IT,2024,8/13/24,8/13/24,RV,EUR,N3N3 Revenue Invoice 2024-08-13,REF00708040,MMPOST,8/13/24,MIRO,8,4
0000708140,N3SN,2024,8/11/24,8/11/24,RV,XOF,N3N3 Revenue Invoice 2024-08-11,REF00708140,FIPOST,8/11/24,FB50,8,6
0000708222,N3IT,2024,8/6/24,8/6/24,RE,EUR,N3N3 Vendor Invoice 2024-08-06,REF00708222,BATCH,8/6/24,F-02,8,4
0000708224,N3IT,2024,8/13/24,8/13/24,RE,EUR,N3N3 Vendor Invoice 2024-08-13,REF00708224,SDPOST,8/13/24,MIRO,8,4
0000708235,N3IT,2024,8/30/24,8/30/24,SA,EUR,N3N3 GL Posting 2024-08-30,REF00708235,SAPUSER,8/30/24,F-02,8,3
0000708309,N3IT,2024,8/25/24,8/25/24,RV,EUR,N3N3 Revenue Invoice 2024-08-25,REF00708309,FIPOST,8/25/24,FB50,8,4
0000708325,N3IT,2024,8/5/24,8/5/24,RV,EUR,N3N3 Revenue Invoice 2024-08-05,REF00708325,FIPOST,8/5/24,FB50,8,4
0000708349,N3IT,2024,8/22/24,8/22/24,RE,EUR,N3N3 Vendor Invoice 2024-08-22,REF00708349,BATCH,8/22/24,FB01,8,2
0000708383,N3IT,2024,8/10/24,8/10/24,RE,EUR,N3N3 Vendor Invoice 2024-08-10,REF00708383,MMPOST,8/10/24,F-02,8,4
0000708391,N3SN,2024,8/31/24,8/31/24,RV,XOF,N3N3 Revenue Invoice 2024-08-31,REF00708391,FIPOST,8/31/24,FB01,8,6
0000708459,N3IT,2024,8/15/24,8/15/24,RE,EUR,N3N3 Vendor Invoice 2024-08-15,REF00708459,MMPOST,8/15/24,F-02,8,4
0000708475,N3IT,2024,8/21/24,8/21/24,RV,EUR,N3N3 Revenue Invoice 2024-08-21,REF00708475,FIPOST,8/21/24,MIRO,8,4
0000708526,N3IT,2024,8/30/24,8/30/24,RE,EUR,N3N3 Vendor Invoice 2024-08-30,REF00708526,FIPOST,8/30/24,FB50,8,4
0000708552,N3IT,2024,8/16/24,8/16/24,RE,EUR,N3N3 Vendor Invoice 2024-08-16,REF00708552,SDPOST,8/16/24,VF01,8,2
0000708555,N3IT,2024,8/14/24,8/14/24,SA,EUR,N3N3 GL Posting 2024-08-14,REF00708555,MMPOST,8/14/24,F-02,8,2
0000708570,N3IT,2024,8/1/24,8/1/24,RV,EUR,N3N3 Revenue Invoice 2024-08-01,REF00708570,SDPOST,8/1/24,F-02,8,4
0000708624,N3IT,2024,8/31/24,8/31/24,RV,EUR,N3N3 Revenue Invoice 2024-08-31,REF00708624,BATCH,8/31/24,MIRO,8,4
0000708646,N3IT,2024,8/22/24,8/22/24,SA,EUR,N3N3 GL Posting 2024-08-22,REF00708646,BATCH,8/22/24,FB50,8,6
0000708656,N3IT,2024,8/16/24,8/16/24,SA,EUR,N3N3 GL Posting 2024-08-16,REF00708656,MMPOST,8/16/24,VF01,8,2
0000708661,N3SN,2024,8/21/24,8/21/24,SA,XOF,N3N3 GL Posting 2024-08-21,REF00708661,SAPUSER,8/21/24,MIRO,8,2
0000708682,N3IT,2024,8/30/24,8/30/24,RV,EUR,N3N3 Revenue Invoice 2024-08-30,REF00708682,SAPUSER,8/30/24,FB50,8,4
0000708763,N3IT,2024,8/20/24,8/20/24,RV,EUR,N3N3 Revenue Invoice 2024-08-20,REF00708763,FIPOST,8/20/24,FB50,8,4
0000708897,N3IT,2024,8/3/24,8/3/24,RE,EUR,N3N3 Vendor Invoice 2024-08-03,REF00708897,FIPOST,8/3/24,MIRO,8,2
0000708900,N3IT,2024,8/16/24,8/16/24,SA,EUR,N3N3 GL Posting 2024-08-16,REF00708900,SDPOST,8/16/24,MIRO,8,2
0000708901,N3IT,2024,8/24/24,8/24/24,SA,EUR,N3N3 GL Posting 2024-08-24,REF00708901,FIPOST,8/24/24,FB01,8,2
0000708937,N3IT,2024,8/12/24,8/12/24,RV,EUR,N3N3 Revenue Invoice 2024-08-12,REF00708937,SDPOST,8/12/24,VF01,8,6
0000709010,N3IT,2024,8/12/24,8/12/24,RV,EUR,N3N3 Revenue Invoice 2024-08-12,REF00709010,FIPOST,8/12/24,MIRO,8,4
0000709066,N3IT,2024,8/21/24,8/21/24,RV,EUR,N3N3 Revenue Invoice 2024-08-21,REF00709066,MMPOST,8/21/24,MIRO,8,4
0000709109,N3IT,2024,8/5/24,8/5/24,RE,EUR,N3N3 Vendor Invoice 2024-08-05,REF00709109,FIPOST,8/5/24,F-02,8,4
0000709125,N3IT,2024,8/2/24,8/2/24,RE,EUR,N3N3 Vendor Invoice 2024-08-02,REF00709125,MMPOST,8/2/24,VF01,8,2
0000709140,N3IT,2024,8/16/24,8/16/24,RV,EUR,N3N3 Revenue Invoice 2024-08-16,REF00709140,BATCH,8/16/24,FB50,8,6
0000709172,N3IT,2024,8/21/24,8/21/24,RE,EUR,N3N3 Vendor Invoice 2024-08-21,REF00709172,SAPUSER,8/21/24,FB01,8,4
0000709182,N3SN,2024,8/30/24,8/30/24,SA,XOF,N3N3 GL Posting 2024-08-30,REF00709182,MMPOST,8/30/24,MIRO,8,2
0000709210,N3IT,2024,8/9/24,8/9/24,RE,EUR,N3N3 Vendor Invoice 2024-08-09,REF00709210,SAPUSER,8/9/24,F-02,8,4
0000709270,N3IT,2024,8/2/24,8/2/24,SA,EUR,N3N3 GL Posting 2024-08-02,REF00709270,SDPOST,8/2/24,VF01,8,2
0000709289,N3SN,2024,8/11/24,8/11/24,RE,XOF,N3N3 Vendor Invoice 2024-08-11,REF00709289,BATCH,8/11/24,MIRO,8,2
0000709291,N3IT,2024,8/12/24,8/12/24,RE,EUR,N3N3 Vendor Invoice 2024-08-12,REF00709291,SAPUSER,8/12/24,F-02,8,2
0000709330,N3IT,2024,8/13/24,8/13/24,RV,EUR,N3N3 Revenue Invoice 2024-08-13,REF00709330,SAPUSER,8/13/24,FB50,8,4
0000709350,N3IT,2024,8/19/24,8/19/24,RV,EUR,N3N3 Revenue Invoice 2024-08-19,REF00709350,FIPOST,8/19/24,VF01,8,4
0000709386,N3IT,2024,8/26/24,8/26/24,RE,EUR,N3N3 Vendor Invoice 2024-08-26,REF00709386,FIPOST,8/26/24,VF01,8,4
0000709431,N3IT,2024,8/30/24,8/30/24,RV,EUR,N3N3 Revenue Invoice 2024-08-30,REF00709431,FIPOST,8/30/24,MIRO,8,4
0000709440,N3IT,2024,8/8/24,8/8/24,SA,EUR,N3N3 GL Posting 2024-08-08,REF00709440,BATCH,8/8/24,MIRO,8,2
0000709453,N3IT,2024,8/14/24,8/14/24,RV,EUR,N3N3 Revenue Invoice 2024-08-14,REF00709453,SDPOST,8/14/24,FB01,8,6
0000709549,N3IT,2024,8/13/24,8/13/24,SA,EUR,N3N3 GL Posting 2024-08-13,REF00709549,SDPOST,8/13/24,FB01,8,6
0000709629,N3IT,2024,8/9/24,8/9/24,RV,EUR,N3N3 Revenue Invoice 2024-08-09,REF00709629,MMPOST,8/9/24,VF01,8,4
0000709637,N3IT,2024,8/12/24,8/12/24,RE,EUR,N3N3 Vendor Invoice 2024-08-12,REF00709637,FIPOST,8/12/24,FB01,8,2
0000709646,N3IT,2024,8/8/24,8/8/24,RV,EUR,N3N3 Revenue Invoice 2024-08-08,REF00709646,MMPOST,8/8/24,FB50,8,4
0000709709,N3IT,2024,8/28/24,8/28/24,RE,EUR,N3N3 Vendor Invoice 2024-08-28,REF00709709,BATCH,8/28/24,FB01,8,2
0000709769,N3IT,2024,8/29/24,8/29/24,RV,EUR,N3N3 Revenue Invoice 2024-08-29,REF00709769,MMPOST,8/29/24,FB01,8,4
0000709774,N3IT,2024,8/2/24,8/2/24,RV,EUR,N3N3 Revenue Invoice 2024-08-02,REF00709774,SDPOST,8/2/24,F-02,8,6
0000709857,N3SN,2024,8/13/24,8/13/24,RE,XOF,N3N3 Vendor Invoice 2024-08-13,REF00709857,SDPOST,8/13/24,VF01,8,2
0000709881,N3IT,2024,8/6/24,8/6/24,RV,EUR,N3N3 Revenue Invoice 2024-08-06,REF00709881,SDPOST,8/6/24,F-02,8,4
0000709899,N3SN,2024,8/8/24,8/8/24,SA,XOF,N3N3 GL Posting 2024-08-08,REF00709899,FIPOST,8/8/24,FB50,8,2
0000709928,N3IT,2024,8/6/24,8/6/24,RE,EUR,N3N3 Vendor Invoice 2024-08-06,REF00709928,SDPOST,8/6/24,VF01,8,2
0000709979,N3IT,2024,8/16/24,8/16/24,RV,EUR,N3N3 Revenue Invoice 2024-08-16,REF00709979,SDPOST,8/16/24,FB01,8,6
0000709987,N3SN,2024,8/20/24,8/20/24,RV,XOF,N3N3 Revenue Invoice 2024-08-20,REF00709987,SAPUSER,8/20/24,FB01,8,6
0000710034,N3IT,2024,8/29/24,8/29/24,RV,EUR,N3N3 Revenue Invoice 2024-08-29,REF00710034,BATCH,8/29/24,FB01,8,4
0000710068,N3IT,2024,8/22/24,8/22/24,RE,EUR,N3N3 Vendor Invoice 2024-08-22,REF00710068,FIPOST,8/22/24,F-02,8,2
0000710087,N3IT,2024,8/9/24,8/9/24,RE,EUR,N3N3 Vendor Invoice 2024-08-09,REF00710087,SDPOST,8/9/24,FB01,8,2
0000710124,N3IT,2024,8/4/24,8/4/24,RV,EUR,N3N3 Revenue Invoice 2024-08-04,REF00710124,SDPOST,8/4/24,FB50,8,6
0000710186,N3IT,2024,8/14/24,8/14/24,SA,EUR,N3N3 GL Posting 2024-08-14,REF00710186,SAPUSER,8/14/24,VF01,8,2
0000710250,N3SN,2024,8/12/24,8/12/24,RE,XOF,N3N3 Vendor Invoice 2024-08-12,REF00710250,SAPUSER,8/12/24,FB01,8,4
0000710342,N3IT,2024,8/11/24,8/11/24,SA,EUR,N3N3 GL Posting 2024-08-11,REF00710342,SAPUSER,8/11/24,MIRO,8,2
0000710361,N3SN,2024,8/14/24,8/14/24,SA,XOF,N3N3 GL Posting 2024-08-14,REF00710361,BATCH,8/14/24,FB01,8,3
0000710406,N3IT,2024,8/8/24,8/8/24,SA,EUR,N3N3 GL Posting 2024-08-08,REF00710406,BATCH,8/8/24,FB50,8,2
0000710426,N3IT,2024,8/2/24,8/2/24,SA,EUR,N3N3 GL Posting 2024-08-02,REF00710426,MMPOST,8/2/24,FB50,8,2
0000710491,N3IT,2024,8/4/24,8/4/24,RV,EUR,N3N3 Revenue Invoice 2024-08-04,REF00710491,SAPUSER,8/4/24,FB01,8,6
0000710505,N3SN,2024,8/21/24,8/21/24,RV,XOF,N3N3 Revenue Invoice 2024-08-21,REF00710505,BATCH,8/21/24,FB01,8,6
0000710536,N3IT,2024,8/9/24,8/9/24,SA,EUR,N3N3 GL Posting 2024-08-09,REF00710536,MMPOST,8/9/24,F-02,8,2
0000710549,N3IT,2024,8/12/24,8/12/24,RE,EUR,N3N3 Vendor Invoice 2024-08-12,REF00710549,SAPUSER,8/12/24,FB50,8,2
0000710569,N3IT,2024,8/15/24,8/15/24,RV,EUR,N3N3 Revenue Invoice 2024-08-15,REF00710569,BATCH,8/15/24,F-02,8,4
0000710572,N3IT,2024,8/25/24,8/25/24,RV,EUR,N3N3 Revenue Invoice 2024-08-25,REF00710572,BATCH,8/25/24,MIRO,8,4
0000710718,N3IT,2024,8/5/24,8/5/24,RV,EUR,N3N3 Revenue Invoice 2024-08-05,REF00710718,FIPOST,8/5/24,FB01,8,4
0000710734,N3IT,2024,8/19/24,8/19/24,RV,EUR,N3N3 Revenue Invoice 2024-08-19,REF00710734,SAPUSER,8/19/24,VF01,8,4
0000710789,N3IT,2024,8/28/24,8/28/24,RV,EUR,N3N3 Revenue Invoice 2024-08-28,REF00710789,SDPOST,8/28/24,FB01,8,6
0000710801,N3IT,2024,8/9/24,8/9/24,RV,EUR,N3N3 Revenue Invoice 2024-08-09,REF00710801,MMPOST,8/9/24,VF01,8,6
0000710812,N3IT,2024,8/23/24,8/23/24,RV,EUR,N3N3 Revenue Invoice 2024-08-23,REF00710812,BATCH,8/23/24,VF01,8,6
0000710819,N3IT,2024,8/31/24,8/31/24,RE,EUR,N3N3 Vendor Invoice 2024-08-31,REF00710819,BATCH,8/31/24,FB50,8,2
0000710846,N3IT,2024,8/12/24,8/12/24,RV,EUR,N3N3 Revenue Invoice 2024-08-12,REF00710846,MMPOST,8/12/24,FB50,8,6
0000710870,N3IT,2024,8/11/24,8/11/24,RE,EUR,N3N3 Vendor Invoice 2024-08-11,REF00710870,MMPOST,8/11/24,FB01,8,4
0000710996,N3IT,2024,8/29/24,8/29/24,RV,EUR,N3N3 Revenue Invoice 2024-08-29,REF00710996,SAPUSER,8/29/24,FB01,8,6
0000711011,N3IT,2024,8/27/24,8/27/24,RV,EUR,N3N3 Revenue Invoice 2024-08-27,REF00711011,MMPOST,8/27/24,F-02,8,4
0000711106,N3SN,2024,8/15/24,8/15/24,RE,XOF,N3N3 Vendor Invoice 2024-08-15,REF00711106,MMPOST,8/15/24,F-02,8,2
0000711151,N3IT,2024,8/27/24,8/27/24,SA,EUR,N3N3 GL Posting 2024-08-27,REF00711151,SDPOST,8/27/24,VF01,8,7
0000711156,N3IT,2024,8/30/24,8/30/24,RE,EUR,N3N3 Vendor Invoice 2024-08-30,REF00711156,FIPOST,8/30/24,F-02,8,4
0000711186,N3IT,2024,8/4/24,8/4/24,RE,EUR,N3N3 Vendor Invoice 2024-08-04,REF00711186,MMPOST,8/4/24,VF01,8,2
0000711243,N3IT,2024,8/13/24,8/13/24,RE,EUR,N3N3 Vendor Invoice 2024-08-13,REF00711243,SDPOST,8/13/24,F-02,8,2
0000711257,N3IT,2024,8/6/24,8/6/24,RV,EUR,N3N3 Revenue Invoice 2024-08-06,REF00711257,BATCH,8/6/24,F-02,8,4
0000711440,N3IT,2024,9/5/24,9/5/24,SA,EUR,N3N3 GL Posting 2024-09-05,REF00711440,SDPOST,9/5/24,MIRO,9,2
0000711477,N3IT,2024,9/7/24,9/7/24,RV,EUR,N3N3 Revenue Invoice 2024-09-07,REF00711477,SDPOST,9/7/24,FB01,9,4
0000711586,N3IT,2024,9/14/24,9/14/24,SA,EUR,N3N3 GL Posting 2024-09-14,REF00711586,BATCH,9/14/24,VF01,9,2
0000711600,N3SN,2024,9/29/24,9/29/24,RE,XOF,N3N3 Vendor Invoice 2024-09-29,REF00711600,MMPOST,9/29/24,F-02,9,4
0000711625,N3IT,2024,9/4/24,9/4/24,RV,EUR,N3N3 Revenue Invoice 2024-09-04,REF00711625,SDPOST,9/4/24,MIRO,9,4
0000711660,N3IT,2024,9/5/24,9/5/24,RV,EUR,N3N3 Revenue Invoice 2024-09-05,REF00711660,SAPUSER,9/5/24,FB01,9,6
0000711703,N3IT,2024,9/11/24,9/11/24,RV,EUR,N3N3 Revenue Invoice 2024-09-11,REF00711703,SAPUSER,9/11/24,FB50,9,6
0000711831,N3IT,2024,9/23/24,9/23/24,RE,EUR,N3N3 Vendor Invoice 2024-09-23,REF00711831,FIPOST,9/23/24,VF01,9,4
0000711846,N3IT,2024,9/5/24,9/5/24,RV,EUR,N3N3 Revenue Invoice 2024-09-05,REF00711846,FIPOST,9/5/24,F-02,9,4
0000711849,N3SN,2024,9/14/24,9/14/24,SA,XOF,N3N3 GL Posting 2024-09-14,REF00711849,SDPOST,9/14/24,FB01,9,2
0000711895,N3IT,2024,9/30/24,9/30/24,SA,EUR,N3N3 GL Posting 2024-09-30,REF00711895,BATCH,9/30/24,MIRO,9,2
0000711914,N3SN,2024,9/1/24,9/1/24,RE,XOF,N3N3 Vendor Invoice 2024-09-01,REF00711914,MMPOST,9/1/24,F-02,9,4
0000711947,N3IT,2024,9/12/24,9/12/24,RV,EUR,N3N3 Revenue Invoice 2024-09-12,REF00711947,SDPOST,9/12/24,FB50,9,4
0000712030,N3IT,2024,9/23/24,9/23/24,RV,EUR,N3N3 Revenue Invoice 2024-09-23,REF00712030,SDPOST,9/23/24,FB01,9,6
0000712137,N3IT,2024,9/22/24,9/22/24,RE,EUR,N3N3 Vendor Invoice 2024-09-22,REF00712137,SDPOST,9/22/24,MIRO,9,2
0000712206,N3IT,2024,9/15/24,9/15/24,RV,EUR,N3N3 Revenue Invoice 2024-09-15,REF00712206,BATCH,9/15/24,FB01,9,4
0000712372,N3SN,2024,9/11/24,9/11/24,RV,XOF,N3N3 Revenue Invoice 2024-09-11,REF00712372,SAPUSER,9/11/24,MIRO,9,6
0000712433,N3IT,2024,9/28/24,9/28/24,RE,EUR,N3N3 Vendor Invoice 2024-09-28,REF00712433,FIPOST,9/28/24,F-02,9,2
0000712591,N3SN,2024,9/10/24,9/10/24,SA,XOF,N3N3 GL Posting 2024-09-10,REF00712591,BATCH,9/10/24,F-02,9,2
0000712620,N3IT,2024,9/2/24,9/2/24,RV,EUR,N3N3 Revenue Invoice 2024-09-02,REF00712620,MMPOST,9/2/24,FB01,9,6
0000712678,N3IT,2024,9/8/24,9/8/24,RV,EUR,N3N3 Revenue Invoice 2024-09-08,REF00712678,MMPOST,9/8/24,MIRO,9,6
0000712694,N3IT,2024,9/10/24,9/10/24,SA,EUR,N3N3 GL Posting 2024-09-10,REF00712694,SAPUSER,9/10/24,FB50,9,5
0000712710,N3SN,2024,9/6/24,9/6/24,RE,XOF,N3N3 Vendor Invoice 2024-09-06,REF00712710,FIPOST,9/6/24,F-02,9,2
0000712749,N3IT,2024,9/29/24,9/29/24,RV,EUR,N3N3 Revenue Invoice 2024-09-29,REF00712749,BATCH,9/29/24,VF01,9,4
0000712784,N3SN,2024,9/23/24,9/23/24,RE,XOF,N3N3 Vendor Invoice 2024-09-23,REF00712784,FIPOST,9/23/24,FB50,9,2
0000712857,N3IT,2024,9/13/24,9/13/24,RV,EUR,N3N3 Revenue Invoice 2024-09-13,REF00712857,MMPOST,9/13/24,VF01,9,4
0000712886,N3IT,2024,9/26/24,9/26/24,RV,EUR,N3N3 Revenue Invoice 2024-09-26,REF00712886,MMPOST,9/26/24,F-02,9,4
0000712983,N3IT,2024,9/10/24,9/10/24,RV,EUR,N3N3 Revenue Invoice 2024-09-10,REF00712983,MMPOST,9/10/24,FB01,9,6
0000713116,N3SN,2024,9/20/24,9/20/24,SA,XOF,N3N3 GL Posting 2024-09-20,REF00713116,BATCH,9/20/24,MIRO,9,3
0000713170,N3SN,2024,9/4/24,9/4/24,RV,XOF,N3N3 Revenue Invoice 2024-09-04,REF00713170,BATCH,9/4/24,FB50,9,4
0000713187,N3IT,2024,9/5/24,9/5/24,RV,EUR,N3N3 Revenue Invoice 2024-09-05,REF00713187,SAPUSER,9/5/24,VF01,9,4
0000713223,N3IT,2024,9/8/24,9/8/24,RV,EUR,N3N3 Revenue Invoice 2024-09-08,REF00713223,SAPUSER,9/8/24,F-02,9,4
0000713396,N3IT,2024,9/17/24,9/17/24,SA,EUR,N3N3 GL Posting 2024-09-17,REF00713396,FIPOST,9/17/24,FB50,9,6
0000713450,N3IT,2024,9/12/24,9/12/24,RE,EUR,N3N3 Vendor Invoice 2024-09-12,REF00713450,BATCH,9/12/24,MIRO,9,2
0000713485,N3IT,2024,9/13/24,9/13/24,RE,EUR,N3N3 Vendor Invoice 2024-09-13,REF00713485,SAPUSER,9/13/24,VF01,9,2
0000713494,N3IT,2024,9/3/24,9/3/24,RE,EUR,N3N3 Vendor Invoice 2024-09-03,REF00713494,MMPOST,9/3/24,VF01,9,2
0000713500,N3IT,2024,9/1/24,9/1/24,RV,EUR,N3N3 Revenue Invoice 2024-09-01,REF00713500,FIPOST,9/1/24,MIRO,9,4
0000713547,N3IT,2024,9/5/24,9/5/24,RV,EUR,N3N3 Revenue Invoice 2024-09-05,REF00713547,SDPOST,9/5/24,FB50,9,4
0000713548,N3IT,2024,9/24/24,9/24/24,RE,EUR,N3N3 Vendor Invoice 2024-09-24,REF00713548,MMPOST,9/24/24,FB50,9,2
0000713554,N3IT,2024,9/16/24,9/16/24,RV,EUR,N3N3 Revenue Invoice 2024-09-16,REF00713554,MMPOST,9/16/24,MIRO,9,6
0000713625,N3IT,2024,9/6/24,9/6/24,SA,EUR,N3N3 GL Posting 2024-09-06,REF00713625,SAPUSER,9/6/24,F-02,9,3
0000713632,N3SN,2024,9/3/24,9/3/24,SA,XOF,N3N3 GL Posting 2024-09-03,REF00713632,SDPOST,9/3/24,FB50,9,2
0000713640,N3IT,2024,9/5/24,9/5/24,RV,EUR,N3N3 Revenue Invoice 2024-09-05,REF00713640,SAPUSER,9/5/24,FB50,9,4
0000713666,N3IT,2024,9/21/24,9/21/24,RV,EUR,N3N3 Revenue Invoice 2024-09-21,REF00713666,MMPOST,9/21/24,VF01,9,4
0000713669,N3SN,2024,9/3/24,9/3/24,SA,XOF,N3N3 GL Posting 2024-09-03,REF00713669,SAPUSER,9/3/24,VF01,9,2
0000713710,N3IT,2024,9/1/24,9/1/24,SA,EUR,N3N3 GL Posting 2024-09-01,REF00713710,SDPOST,9/1/24,MIRO,9,2
0000713717,N3IT,2024,9/5/24,9/5/24,SA,EUR,N3N3 GL Posting 2024-09-05,REF00713717,SDPOST,9/5/24,VF01,9,6
0000713832,N3IT,2024,9/1/24,9/1/24,RV,EUR,N3N3 Revenue Invoice 2024-09-01,REF00713832,BATCH,9/1/24,MIRO,9,4
0000713844,N3IT,2024,9/2/24,9/2/24,RV,EUR,N3N3 Revenue Invoice 2024-09-02,REF00713844,SDPOST,9/2/24,VF01,9,4
0000713845,N3IT,2024,9/18/24,9/18/24,RV,EUR,N3N3 Revenue Invoice 2024-09-18,REF00713845,MMPOST,9/18/24,FB50,9,6
0000713902,N3SN,2024,9/21/24,9/21/24,RV,XOF,N3N3 Revenue Invoice 2024-09-21,REF00713902,FIPOST,9/21/24,FB01,9,6
0000713973,N3IT,2024,9/11/24,9/11/24,RE,EUR,N3N3 Vendor Invoice 2024-09-11,REF00713973,MMPOST,9/11/24,FB01,9,2
0000714025,N3IT,2024,9/13/24,9/13/24,RV,EUR,N3N3 Revenue Invoice 2024-09-13,REF00714025,MMPOST,9/13/24,MIRO,9,4
0000714039,N3IT,2024,9/28/24,9/28/24,RV,EUR,N3N3 Revenue Invoice 2024-09-28,REF00714039,MMPOST,9/28/24,F-02,9,4
0000714057,N3IT,2024,9/16/24,9/16/24,RE,EUR,N3N3 Vendor Invoice 2024-09-16,REF00714057,MMPOST,9/16/24,F-02,9,4
0000714065,N3IT,2024,9/17/24,9/17/24,RV,EUR,N3N3 Revenue Invoice 2024-09-17,REF00714065,FIPOST,9/17/24,FB01,9,6
0000714313,N3IT,2024,9/6/24,9/6/24,RV,EUR,N3N3 Revenue Invoice 2024-09-06,REF00714313,SDPOST,9/6/24,FB50,9,6
0000714331,N3IT,2024,9/29/24,9/29/24,SA,EUR,N3N3 GL Posting 2024-09-29,REF00714331,SAPUSER,9/29/24,VF01,9,2
0000714335,N3IT,2024,9/5/24,9/5/24,RV,EUR,N3N3 Revenue Invoice 2024-09-05,REF00714335,SDPOST,9/5/24,F-02,9,4
0000714354,N3IT,2024,9/19/24,9/19/24,RV,EUR,N3N3 Revenue Invoice 2024-09-19,REF00714354,SDPOST,9/19/24,MIRO,9,4
